sku,name,slug,brand,category,category_slug,price,wholesale_price,cost_price,margin,stock,unit,format,content_info,image_url,has_image,featured,active
MARZ630,CARTON FORRADO 110X77 CM 235 GRS UND PLANCHA ENTERA,carton-forrado-110x77-cm-235-grs-und-plancha-entera-marz630,SIN MARCA,Varios,varios,515,437.75,380,135,100,UN,110X77,235GRS,,False,False,True
TOR30635,BOLÍGRAFO GEL QUICK DRY 0.5MM AZUL TORRE,boligrafo-gel-quick-dry-05mm-azul-torre-tor30635,TORRE,Varios,varios,464,394.4,445,19,84,UN,,,/products/TOR30635.jpg,True,False,True
JMIBASTDAN001,BASTIDOR PARA OLEO 30X40CM,bastidor-para-oleo-30x40cm-jmibastdan001,BEIFA,Varios,varios,4285,3642.25,2438,1847,15,UN,30X40,30X40CM,,False,True,True
PRI16181,Agua Saborizada Cachantun Más Cítrica 600 ml,agua-saborizada-cachantun-mas-citrica-600-ml-pri16181,PRISA,Varios,varios,3342,2840.7,3358,-16,10,UN,,600ML,/products/PRI16181.jpg,True,False,True
JMICHINHOL002,Chinches Cabeza Plástica Colores (Caja 100u),chinches-cabeza-plastica-colores-caja-100u-jmichinhol002,BEIFA,Varios,varios,851,723.35,635,216,51,UN,,,,False,False,True
PRI85376,SOBRE AMERICANO BLANCO 10 X 23 80 GR,sobre-americano-blanco-10-x-23-80-gr-pri85376,PRISA,Varios,varios,31,26.35,31.5,-0.5,1000,UN,10X23,80GR,,False,True,True
TOR32116,OVILLO SISAL 50 GRS TORRE,ovillo-sisal-50-grs-torre-tor32116,TORRE,Varios,varios,1006,855.1,923,83,33,UN,,50GRS,/products/TOR32116.jpg,True,False,True
JMILAMIFUY002,LAMINA TERMICA CARTA 100 UN 125 MIC.(225X285) (10),lamina-termica-carta-100-un-125-mic225x285-10-jmilamifuy002,BEIFA,Varios,varios,9984,8486.4,7463,2521,4,CAJA,225X285,,,False,True,True
FOPGT-P011,PLATO DE CARTON 18 CM,plato-de-carton-18-cm-fopgt-p011,FOODPACK,Varios,varios,42,35.7,29.2,12.8,1000,UN,,,/products/FOPGT-P011.jpg,True,True,True
TOR30547,BARRA ADHESIVA 40G TORRE,barra-adhesiva-40g-torre-tor30547,TORRE,Varios,varios,704,598.4,645,59,45,UN,,40G,/products/TOR30547.jpg,True,False,True
TOR28090,BL. BANDERITAS ANGOSTAS 160 UNIDS,bl-banderitas-angostas-160-unids-tor28090,TORRE,Varios,varios,6200,5270.0,1755,4445,16,UN,,,/products/TOR28090.jpg,True,True,True
TOR32554,CUAD. UNIV. LITO 7MM 100 HJ COLON BASIC,cuad-univ-lito-7mm-100-hj-colon-basic-tor32554,TORRE,Varios,varios,1162,987.7,600,562,46,UN,,,/products/TOR32554.jpg,True,True,True
JMIADHESHI017,BARRA SILIC. DELGADA 7MM 12 UNID. 15 cm,barra-silic-delgada-7mm-12-unid-15-cm-jmiadheshi017,BEIFA,Varios,varios,961,816.85,510,451,52,UN,,,/products/JMIADHESHI017.jpg,True,False,True
PNB102646,NOTA ADHESIVA 653 51X38 MM. 100 HJS. 2 UN. AMARILLO FULTONS,nota-adhesiva-653-51x38-mm-100-hjs-2-un-amarillo-fultons-pnb102646,FULTONS,Varios,varios,255,216.75,239,16,108,CAJA,51X38,,/products/PNB102646.jpg,True,False,True
JMICHINBEI002,Chinches Metálicos Plateados (Caja 100u),chinches-metalicos-plateados-caja-100u-jmichinbei002,BEIFA,Varios,varios,384,326.4,315,69,80,UN,,,/products/JMICHINBEI002.jpg,True,False,True
PRI16185GR,Agua Frutal Cachantun Mas Granada 600 ml Sin Gas,agua-frutal-cachantun-mas-granada-600-ml-sin-gas-pri16185gr,PRISA,Varios,varios,4500,3825.0,3138,1362,8,UN,,600ML,/products/PRI16185GR.jpg,True,True,True
PRI29257,Push-Pins Torini Colores Surtidos 100 Unidades,push-pins-torini-colores-surtidos-100-unidades-pri29257,PRISA,Varios,varios,851,723.35,502,349,50,CAJA,,,/products/PRI29257.jpg,True,False,True
FOPIY-WST6197W,"Bombilla blanca 6mm x 19,7  3capas Envuelta (10500)",bombilla-blanca-6mm-x-197-3capas-envuelta-10500-fopiy-wst6197w,FOODPACK,Varios,varios,12,10.2,6.2,5.8,4000,UN,,,/products/FOPIY-WST6197W.jpg,True,True,True
PRI87583,GUILLOTINA PALANCA DIAZOL 305 MM 10 HOJAS,guillotina-palanca-diazol-305-mm-10-hojas-pri87583,DIAZOL,Varios,varios,30935,26294.75,23415,7520,1,UN,,,,False,True,True
PRI11465,Sobre Saco Teknofas Oficio 25x36 B-24 Blanco 50 Unidades,sobre-saco-teknofas-oficio-25x36-b-24-blanco-50-unidades-pri11465,PRISA,Varios,varios,119,101.15,117,2,200,CAJA,25X36,,/products/PRI11465.jpg,True,False,True
JMIADHEBEI009,COLA FRIA ESCOLAR 500ML.,cola-fria-escolar-500ml-jmiadhebei009,BEIFA,Varios,varios,3896,3311.6,968,2928,24,UN,,500ML,,False,True,True
PRI64604,Máquina Plastificadora Offiline LM2001A4,maquina-plastificadora-offiline-lm2001a4-pri64604,PRISA,Varios,varios,23518,19990.3,22963,555,1,UN,,,,False,True,True
ADIACCR124007,CUCHILLO CARTONERO CHICO CK170328 (A),cuchillo-cartonero-chico-ck170328-a-adiaccr124007,SELLOFFICE,Varios,varios,930,790.5,204,726,105,UN,,,/products/ADIACCR124007.jpg,True,True,True
FOPHL-LCLSB500,Tapa PLA cristal pBowl 500-1000cc (6x50),tapa-pla-cristal-pbowl-500-1000cc-6x50-fophl-lclsb500,FOODPACK,Varios,varios,110,93.5,102,8,200,UN,6X50,1000CC,/products/FOPHL-LCLSB500.jpg,True,False,True
TOR31884,BL. CUCHILLO CARTONERO GRANDE 18 MM COLÓN,bl-cuchillo-cartonero-grande-18-mm-colon-tor31884,TORRE,Varios,varios,562,477.7,335,227,60,UN,,,/products/TOR31884.jpg,True,False,True
MARZ084,ARPILLERA 10 ONZAS CRUDO 40X25CMS,arpillera-10-onzas-crudo-40x25cms-marz084,SIN MARCA,Varios,varios,5003,4252.55,465.5,4537.5,43,UN,40X25,40X25CM,,False,True,True
LIB36641-2,CALCULADORA ISOFIT 12 DÍGITOS ISOFIT,calculadora-isofit-12-digitos-isofit-lib36641-2,ISOFIT,Varios,varios,5555,4721.75,2451,3104,8,UN,,,/products/LIB36641-2.jpg,True,True,True
PRI84458,LIBRETA CORRESPONDENCIA 100 HJS TAPA DURA,libreta-correspondencia-100-hjs-tapa-dura-pri84458,PRISA,Varios,varios,1918,1630.3,1772,146,10,UN,,,/products/PRI84458.jpg,True,False,True
TOR35312,LIBRETA CORRESPONDENCIA 100 HOJAS TORRE,libreta-correspondencia-100-hojas-torre-tor35312,TORRE,Varios,varios,2372,2016.2,2200,172,8,UN,,,/products/TOR35312.jpg,True,False,True
PIU6789,Guía Autoestima para el Corazón,guia-autoestima-para-el-corazon-piu6789,SIN MARCA,Varios,varios,22000,18700.0,17058.8,4941.2,1,UN,,,,False,True,True
FOPIY-ST6197W,"Bombilla blanca 6mm x 19,7  3capas (10500)",bombilla-blanca-6mm-x-197-3capas-10500-fopiy-st6197w,FOODPACK,Varios,varios,10,8.5,5.5,4.5,3000,UN,,,/products/FOPIY-ST6197W.jpg,True,True,True
PRI11461,Sobre Americano Teknofas 10x23 80 g Blanco,sobre-americano-teknofas-10x23-80-g-blanco-pri11461,PRISA,Varios,varios,25,21.25,32.4,-7.4,500,UN,10X23,80G,/products/PRI11461.jpg,True,False,True
TOR32724,BALDE MAXI TIZAS PEKES 20 UNI TORRE,balde-maxi-tizas-pekes-20-uni-torre-tor32724,TORRE,Varios,varios,2506,2130.1,2230,276,7,UN,,,/products/TOR32724.jpg,True,False,True
DVO1302147,MEMOTIP55AMAR 76X127.144UN100H,memotip55amar-76x127144un100h-dvo1302147,SIN MARCA,Varios,varios,2558,2174.3,400,2158,37,UN,76X127,,,False,True,True
PRI77689,Arena Mágica Adetec 6 Colores 100 gr,arena-magica-adetec-6-colores-100-gr-pri77689,PRISA,Varios,varios,8276,7034.6,7366,910,2,UN,,100GR,,False,True,True
JMIFECHBEI006,FECHADOR AUTOMATICO NEGRO (12-240),fechador-automatico-negro-12-240-jmifechbei006,BEIFA,Varios,varios,1684,1431.4,1376,308,10,UN,,,/products/JMIFECHBEI006.jpg,True,False,True
TOR30320,TORRE MONDO PU COLORES 13X21 A5,torre-mondo-pu-colores-13x21-a5-tor30320,TORRE,Varios,varios,2734,2323.9,3365,-631,4,UN,13X21,,/products/TOR30320.jpg,True,False,True
JMIAPREHOL003,APRETADOR 19MM CAJA 12 UNI NEGRO 11020016 (12-300,apretador-19mm-caja-12-uni-negro-11020016-12-300-jmiaprehol003,BEIFA,Varios,varios,430,365.5,227,203,55,UN,,,,False,False,True
JMITAMPHOL001,TAMPON NEGRO 118X81MM 14010039 (12-144),tampon-negro-118x81mm-14010039-12-144-jmitamphol001,BEIFA,Varios,varios,2398,2038.3,722,1676,17,UN,118X81,,,False,True,True
ADITEE1500137,"USATAPE, 48MM X 30M, TRANSPARENTE",usatape-48mm-x-30m-transparente-aditee1500137,SELLOFFICE,Varios,varios,289,245.65,276,13,44,UN,,,/products/ADITEE1500137.jpg,True,False,True
PRI86221,Calculadora Básica Casio GX-14B 14 Dígitos,calculadora-basica-casio-gx-14b-14-digitos-pri86221,PRISA,Varios,varios,14046,11939.1,11939,2107,1,UN,,,/products/PRI86221.jpg,True,True,True
PRI83102,Cloro Detter Concentrado 5 Bidón 5 L,cloro-detter-concentrado-5-bidon-5-l-pri83102,PRISA,Varios,varios,3117,2649.45,2805,312,4,UN,,5L,/products/PRI83102.jpg,True,False,True
PNB525275,GUILLOTINA A3 12HJ BASE MADERA. LAVORO,guillotina-a3-12hj-base-madera-lavoro-pnb525275,FULTONS,Varios,varios,24178,20551.3,10990,13188,1,UN,,,,False,True,True
PRI81081,CAJA ARCHIVO EURO-BOX 21 REVIST 26 5X14,caja-archivo-euro-box-21-revist-26-5x14-pri81081,PRISA,Varios,varios,2416,2053.6,2054,362,5,UN,5X14,,/products/PRI81081.jpg,True,False,True
JMITAMPBEI004,TAMPON DACTILAR CIRCULAR NEGRO CTAPA (12-288),tampon-dactilar-circular-negro-ctapa-12-288-jmitampbei004,BEIFA,Varios,varios,1518,1290.3,350,1168,29,UN,,,/products/JMITAMPBEI004.jpg,True,True,True
AKICUMD165,Cuchillo madera desechables,cuchillo-madera-desechables-akicumd165,SIN MARCA,Varios,varios,16,13.6,10,6,1000,UN,,,/products/AKICUMD165.jpg,True,True,True
DIM507701,GRAPAS 53 12 1000 UN,grapas-53-12-1000-un-dim507701,DIMERC,Varios,varios,1870,1589.5,1500,370,6,CAJA,,,,False,False,True
JMIPORTBEI003,PORTA SCOTCH GRANDE,porta-scotch-grande-jmiportbei003,BEIFA,Varios,varios,3304,2808.4,2235,1069,4,UN,,,/products/JMIPORTBEI003.jpg,True,True,True
JMILAMIJMI015,LAMINA EMOCIONES Y PROFESIONES 50X70CM,lamina-emociones-y-profesiones-50x70cm-jmilamijmi015,BEIFA,Varios,varios,4000,3400.0,1463,2537,6,UN,50X70,50X70CM,,False,True,True
AKIPOBI408TD,POTES TRANSPARENTES BISAGRA 200-250CC,potes-transparentes-bisagra-200-250cc-akipobi408td,SIN MARCA,Varios,varios,51,43.35,43,8,200,UN,,250CC,/products/AKIPOBI408TD.jpg,True,False,True
FOPYS-K160B,CUCHILLO DE MADERA DESECHABLE,cuchillo-de-madera-desechable-fopys-k160b,FOODPACK,Varios,varios,16,13.6,8.2,7.8,1000,UN,,,/products/FOPYS-K160B.jpg,True,True,True
DPSBIOENSAL005,Bowl Kraft con Capa de PLA Biodegradable y Compostable con Tapa de PLA Transparente,bowl-kraft-con-capa-de-pla-biodegradable-y-compostable-con-tapa-de-pla-transpare-dpsbioensal005,DPS,Varios,varios,133,113.05,77.9,55.1,100,UN,,,/products/DPSBIOENSAL005.jpg,True,False,True
PRI91016T,Cloro Gel Igenix Tradicional 900 ml,cloro-gel-igenix-tradicional-900-ml-pri91016t,PRISA,Varios,varios,1228,1043.8,1071,157,7,UN,,900ML,/products/PRI91016T.jpg,True,False,True
PRI85119,Palos Coctail Brocheta 25 cm Bolsa 100 Unidades,palos-coctail-brocheta-25-cm-bolsa-100-unidades-pri85119,PRISA,Varios,varios,478,406.3,370,108,20,BOLSA,,,,False,False,True
AKIREV14,Revolvedor madera 14 cms.,revolvedor-madera-14-cms-akirev14,SIN MARCA,Varios,varios,8,6.8,2.2,5.8,3000,UN,,,/products/AKIREV14.jpg,True,True,True
MARZ463,ARPILLERAS COLORES 40X25 CMS,arpilleras-colores-40x25-cms-marz463,SIN MARCA,Varios,varios,815,692.75,627,188,10,UN,40X25,40X25CM,/products/MARZ463.jpg,True,False,True
PNB393405,NOTA ADHESIVA 654 76X76 MM. 100 UNIDADES 5 COL. NEON LAVORO,nota-adhesiva-654-76x76-mm-100-unidades-5-col-neon-lavoro-pnb393405,FULTONS,Varios,varios,2341,1989.85,1990,351,3,CAJA,76X76,,/products/PNB393405.jpg,True,False,True
PRI11008,Portataco Calendario Trupan Chico Amarillo,portataco-calendario-trupan-chico-amarillo-pri11008,PRISA,Varios,varios,1335,1134.75,1100,235,5,UN,,,/products/PRI11008.jpg,True,False,True
PNB105992,MEZCLADOR ACRÍLICO 6 DIV  CHICO FULTONS,mezclador-acrilico-6-div-chico-fultons-pnb105992,FULTONS,Varios,varios,250,212.5,149,101,36,UN,,,/products/PNB105992.jpg,True,False,True
PRI70253,Cubrecalzado Desechable Cranberry Tela Gruesa 50 Pares,cubrecalzado-desechable-cranberry-tela-gruesa-50-pares-pri70253,PRISA,Varios,varios,3305,2809.25,2610,695,2,UN,,,,False,True,True
TOR27908,ARCHIV. PLASTIFICADO AZUL C/GUSANO AUCA,archiv-plastificado-azul-cgusano-auca-tor27908,TORRE,Varios,varios,904,768.4,435,469,12,UN,,,/products/TOR27908.jpg,True,False,True
PRI89100,REPUESTO CUCHILLO CARTONERO ISOFIT GRANDE 10 UNIDADES,repuesto-cuchillo-cartonero-isofit-grande-10-unidades-pri89100,ISOFIT,Varios,varios,2199,1869.15,690,1509,7,CAJA,,,/products/PRI89100.jpg,True,True,True
JMIJUEGBAS252,PELOTA SOFT SMILE,pelota-soft-smile-jmijuegbas252,BEIFA,Varios,varios,1097,932.45,4825,-3728,1,UN,,,,False,False,True
FOPTG-8000,Tapa p/plato oval Tugou (2150),tapa-pplato-oval-tugou-2150-foptg-8000,FOODPACK,Varios,varios,50,42.5,38.1,11.9,100,UN,,,/products/FOPTG-8000.jpg,True,False,True
PRI75813,Frutos Secos Hortensia Mix Frutos del Bosque 30 g,frutos-secos-hortensia-mix-frutos-del-bosque-30-g-pri75813,PRISA,Varios,varios,896,761.6,451.2,444.8,8,UN,,30G,,False,False,True
PRI75814,Frutos Secos Hortensia Mix Tropicalísimo 30 g 10 unidades,frutos-secos-hortensia-mix-tropicalisimo-30-g-10-unidades-pri75814,PRISA,Varios,varios,896,761.6,451.2,444.8,8,CAJA,,30G,,False,False,True
PRI75816,Frutos Secos Hortensia Almendras 20 g,frutos-secos-hortensia-almendras-20-g-pri75816,PRISA,Varios,varios,896,761.6,451.2,444.8,8,UN,,20G,,False,False,True
ADIACTP124101,ANOTADOR CAPRETADOR MADERA OF. FULTONS,anotador-capretador-madera-of-fultons-adiactp124101,FULTONS,Varios,varios,1635,1389.75,1078,557,3,UN,,,,False,True,True
TOR33173,ESTUCHE GRANDE LISO MIX COL TORRE,estuche-grande-liso-mix-col-torre-tor33173,TORRE,Varios,varios,6253,5315.05,3100,3153,1,UN,,,/products/TOR33173.jpg,True,True,True
HND3549032,MEZCLADOR PLASTICO 4 CAVIDADES HAND,mezclador-plastico-4-cavidades-hand-hnd3549032,SIN MARCA,Varios,varios,183,155.55,101,82,30,UN,,,/products/HND3549032.jpg,True,False,True
ADIALC0125002,"LÁPICES DE COLORES HEXAGONALES LARGOS, 12 COLORES, SELLOSCHOOL",lapices-de-colores-hexagonales-largos-12-colores-selloschool-adialc0125002,SELLOFFICE,Varios,varios,619,526.15,580,39,5,UN,,,/products/ADIALC0125002.jpg,True,False,True
FOPIE-70041,Cuchillo Blanco PP,cuchillo-blanco-pp-fopie-70041,FOODPACK,Varios,varios,9,7.65,6,3,400,UN,,,/products/FOPIE-70041.jpg,True,False,True
TOR28827,ARCHIV. PLASTIFICADO CGUSANO AUCA,archiv-plastificado-cgusano-auca-tor28827,TORRE,Varios,varios,292,248.2,400,-108,6,UN,,,/products/TOR28827.jpg,True,False,True
LIB29369-5,PORTA LAPICES ISOFIT 8098 MM NEGRO,porta-lapices-isofit-8098-mm-negro-lib29369-5,ISOFIT,Varios,varios,1513,1286.05,545,968,4,UN,,,/products/LIB29369-5.jpg,True,True,True
JMIJUEGCAI052,PELOTAS SENSORIALES SQUISHY 8 PZAS. 6.5 CM. (20),pelotas-sensoriales-squishy-8-pzas-65-cm-20-jmijuegcai052,BEIFA,Varios,varios,1236,1050.6,1861.3,-625.3,1,UN,,,,False,False,True
JMISACABEI001,SACAPUNTA METÁLICO DOBLE (BOX) TORRE,sacapunta-metalico-doble-box-torre-jmisacabei001,TORRE,Varios,varios,254,215.9,200,54,8,UN,,,/products/JMISACABEI001.jpg,True,False,True
TOR31237,SACAPUNTA METÁLICO DOBLE (BOX) TORRE,sacapunta-metalico-doble-box-torre-tor31237,TORRE,Varios,varios,218,185.3,135,83,10,UN,,,/products/TOR31237.jpg,True,False,True
JMIADHEBEI002,ADHESIVO EN BARRA ESCOLAR 21GRS. 1003 (10-360),adhesivo-en-barra-escolar-21grs-1003-10-360-jmiadhebei002,BEIFA,Varios,varios,330,280.5,210,120,6,UN,,21GRS,/products/JMIADHEBEI002.jpg,True,False,True
JMIAPREHAI001,APRETADOR 51MM,apretador-51mm-jmiaprehai001,BEIFA,Varios,varios,214,181.9,105.6,108.4,10,UN,,,,False,False,True
DIM534280,SACAPUNTA METALICO SIMPLE ACHAFLANADO 1 ORIFICIO,sacapunta-metalico-simple-achaflanado-1-orificio-dim534280,DIMERC,Varios,varios,163,138.55,181,-18,5,UN,,,/products/DIM534280.jpg,True,False,True
PNB415610,LAMINA TERM7hOL OF 125MIC UND,lamina-term7hol-of-125mic-und-pnb415610,FULTONS,Varios,varios,177,150.45,99.9,77.1,8,UN,,,/products/PNB415610.jpg,True,False,True
PRI44160,PECHERA C MANGA Y OJAL 102X115 CM ADICARE 10 UD AZUL,pechera-c-manga-y-ojal-102x115-cm-adicare-10-ud-azul-pri44160,PRISA,Varios,varios,367,311.95,291.5,75.5,2,CAJA,102X115,102X115CM,/products/PRI44160.jpg,True,False,True
PRI28045,Lámina Termolaminada Dahle Carta 5,lamina-termolaminada-dahle-carta-5-pri28045,PRISA,Varios,varios,82,69.7,65.9,16.1,7,UN,,,/products/PRI28045.jpg,True,False,True
PRI34352M,Guantes de Nitrilo Tresor Examinación Sin Polvos Talla M Azul 100 Unidades,guantes-de-nitrilo-tresor-examinacion-sin-polvos-talla-m-azul-100-unidades-pri34352m,PRISA,Varios,varios,25,21.25,28.1,-3.1,3,CAJA,,,/products/PRI34352M.jpg,True,False,True
PRI85365,Sobre Teknofas 1/2 Oficio 20x26 80 G Blanco,sobre-teknofas-12-oficio-20x26-80-g-blanco-pri85365,PRISA,Varios,varios,107,90.95,83.1,23.9,1,UN,20X26,80G,/products/PRI85365.jpg,True,False,True
ACB34137,CJA POUCHE BARRILITO CTA4 (100mic) 229X292MM 100U,cja-pouche-barrilito-cta4-100mic-229x292mm-100u-acb34137,ACCO BRANDS,Varios,varios,100,85.0,75.6,24.4,1,UN,229X292,,,False,False,True
PNB107137,PUNCH PIN 50 UN. COLSURTIDO FULTONS,punch-pin-50-un-colsurtido-fultons-pnb107137,FULTONS,Varios,varios,3,2.55,5.8,-2.8,5,CAJA,,,,False,False,True
TOR30244,BARRA ADHESIVA 115GR. TORRE,barra-adhesiva-115gr-torre-tor30244,TORRE,Varios,varios,1163,988.55,0,0,54,UN,,115GR,/products/TOR30244.jpg,True,False,True
TOR24341,CROQUERA  21X32 DOBLE FAZ TORRE IMAGIA,croquera-21x32-doble-faz-torre-imagia-tor24341,TORRE,Papelería,papeleria,2803,2382.55,2510,293,1450,UN,21X32,,/products/TOR24341.jpg,True,True,True
PRI70901,Archivador Artel Oficio Ancho Burdeo,archivador-artel-oficio-ancho-burdeo-pri70901,ARTEL,Papelería,papeleria,1736,1475.6,1389,347,1830,UN,,,/products/PRI70901.jpg,True,True,True
PRI85231,PAPEL OPALINA LISA CARTA DE 225 GR 100 UNIDADES,papel-opalina-lisa-carta-de-225-gr-100-unidades-pri85231,PRISA,Papelería,papeleria,11661,9911.85,9329,2332,120,CAJA,,225GR,/products/PRI85231.jpg,True,True,True
PRI99412M7,Block Anillado Colón Escolar M7 80 Hojas,block-anillado-colon-escolar-m7-80-hojas-pri99412m7,PRISA,Papelería,papeleria,983,835.55,994,-11,975,UN,,,/products/PRI99412M7.jpg,True,True,True
PRI11381,Resma Papel Fotocopia Report Oficio 500 Hojas Resma Papel Fotocopia Report Oficio 500 Hojas,resma-papel-fotocopia-report-oficio-500-hojas-resma-papel-fotocopia-report-ofici-pri11381,PRISA,Papelería,papeleria,2586,2198.1,3011,-425,265,RESMA,,,/products/PRI11381.jpg,True,False,True
PRI18283,Carpeta Plastificada Torre Azul,carpeta-plastificada-torre-azul-pri18283,TORRE,Papelería,papeleria,619,526.15,555,64,1000,UN,,,/products/PRI18283.jpg,True,True,True
FOPTG-FC06,Pote Polipapel 6oz Blanco (20x50),pote-polipapel-6oz-blanco-20x50-foptg-fc06,FOODPACK,Papelería,papeleria,37,31.45,27.5,9.5,20000,UN,20X50,6OZ,/products/FOPTG-FC06.jpg,True,True,True
FOPIY-FC08K,Pote 8oz Kraft polipapel (2050),pote-8oz-kraft-polipapel-2050-fopiy-fc08k,FOODPACK,Papelería,papeleria,48,40.8,33.2,14.8,16000,UN,,8OZ,/products/FOPIY-FC08K.jpg,True,True,True
PRI92501,Papel Fotocopia Paperline Green Carta 70 g 500 Hojas,papel-fotocopia-paperline-green-carta-70-g-500-hojas-pri92501,PRISA,Papelería,papeleria,2875,2443.75,2317,558,220,UN,,70G,/products/PRI92501.jpg,True,True,True
TOR23213,BLOCK DIBUJO M-99 DOBLE FAZ TORRE IMAGIA,block-dibujo-m-99-doble-faz-torre-imagia-tor23213,TORRE,Papelería,papeleria,1408,1196.8,1200,208,370,UN,,,/products/TOR23213.jpg,True,False,True
TOR35283,FUNDA OFICIO TRANSPARENTE 100 UNIDADES TORRE,funda-oficio-transparente-100-unidades-torre-tor35283,TORRE,Papelería,papeleria,2232,1897.2,2640,-408,167,CAJA,,,/products/TOR35283.jpg,True,False,True
PRI28050,Resma Papel Fotocopia Reprograf Carta 500 Hojas Resma Papel Fotocopia Reprograf Carta 500 Hojas,resma-papel-fotocopia-reprograf-carta-500-hojas-resma-papel-fotocopia-reprograf-pri28050,PRISA,Papelería,papeleria,2868,2437.8,2671,197,140,RESMA,,,/products/PRI28050.jpg,True,False,True
PRI87284,Carpeta Colgante Orgarex 21800 Plástica,carpeta-colgante-orgarex-21800-plastica-pri87284,PRISA,Papelería,papeleria,322,273.7,246,76,1470,UN,,,/products/PRI87284.jpg,True,True,True
PRI11912,PAPEL FOTOC. OFICIO 75 GR EXECUTIVE,papel-fotoc-oficio-75-gr-executive-pri11912,PRISA,Papelería,papeleria,3409,2897.65,3332,77,105,UN,,75GR,/products/PRI11912.jpg,True,False,True
PRI18790,Resma Papel Fotocopia Prisa Carta 75 g 500 Hojas,resma-papel-fotocopia-prisa-carta-75-g-500-hojas-pri18790,PRISA,Papelería,papeleria,2424,2060.4,2927,-503,102,RESMA,,75G,/products/PRI18790.jpg,True,False,True
PNB101719,FUNDA P/ARCHIVO PP OF BLANCO 1UN,funda-parchivo-pp-of-blanco-1un-pnb101719,FULTONS,Papelería,papeleria,2538,2157.3,2100,438,125,CAJA,,,/products/PNB101719.jpg,True,False,True
PRI85232,PAPEL OPALINA LISA OFICIO DE 225 GR 100 UNIDADES,papel-opalina-lisa-oficio-de-225-gr-100-unidades-pri85232,PRISA,Papelería,papeleria,12485,10612.25,9988,2497,25,CAJA,,225GR,/products/PRI85232.jpg,True,True,True
PRI12159,Archivador Oficio Torre Ancho 518-H Burdeo,archivador-oficio-torre-ancho-518-h-burdeo-pri12159,TORRE,Papelería,papeleria,2311,1964.35,2227,84,100,UN,,,/products/PRI12159.jpg,True,False,True
PRI81631NG,Carpeta Oficio Data Zone con,carpeta-oficio-data-zone-con-pri81631ng,PRISA,Papelería,papeleria,2414,2051.9,2052,362,100,UN,,,/products/PRI81631NG.jpg,True,False,True
PRI25087,Cuaderno 1/2 Oficio Torre Escoces M7 Tapa Dura 150 Hojas,cuaderno-12-oficio-torre-escoces-m7-tapa-dura-150-hojas-pri25087,TORRE,Papelería,papeleria,2206,1875.1,2146,60,88,UN,,,/products/PRI25087.jpg,True,False,True
PNB394418,CARPETA C/ACCOCLIP BOLS.TRIANGULAR OF. VINIL NEGRO FULTONS,carpeta-caccoclip-bolstriangular-of-vinil-negro-fultons-pnb394418,FULTONS,Papelería,papeleria,457,388.45,390,67,468,UN,,,/products/PNB394418.jpg,True,False,True
PRI98088,Libro De Actas Rem Max Cuadriculado 100 Hojas,libro-de-actas-rem-max-cuadriculado-100-hojas-pri98088,PRISA,Papelería,papeleria,3129,2659.65,2860,269,60,UN,,,,False,False,True
JMIFUNDHOL002,FUNDA CARTA TRANSP. UND,funda-carta-transp-und-jmifundhol002,BEIFA,Papelería,papeleria,4950,4207.5,1650,3300,99,UN,,,/products/JMIFUNDHOL002.jpg,True,True,True
PRI80772,Libro de Actas Aron Lineal con Folio 200 Hojas,libro-de-actas-aron-lineal-con-folio-200-hojas-pri80772,PRISA,Papelería,papeleria,4961,4216.85,4246,715,33,UN,,,/products/PRI80772.jpg,True,True,True
PRI14193,Papel Foto Adetec Brillant Inkjet A-4 150 g 20 Hojas Papel Foto Adetec Brillant Inkjet A-4 150 g,papel-foto-adetec-brillant-inkjet-a-4-150-g-20-hojas-papel-foto-adetec-brillant-pri14193,PRISA,Papelería,papeleria,8069,6858.65,6445,1624,20,UN,,150G,,False,True,True
TOR34344,"BLOCK MILIMETRADO 50H 21X30,5 COLON",block-milimetrado-50h-21x305-colon-tor34344,TORRE,Papelería,papeleria,1918,1630.3,1710,208,70,UN,21X30,,/products/TOR34344.jpg,True,False,True
DIPPIX75CARTA,RESMAS CARTA PIX,resmas-carta-pix-dippix75carta,SIN MARCA,Papelería,papeleria,3571,3035.35,2590,981,44,RESMA,,,,False,True,True
PRI12819RJ,Lomo Archivador Adetec Adhesivo Ancho Rojo 10 Unidades,lomo-archivador-adetec-adhesivo-ancho-rojo-10-unidades-pri12819rj,PRISA,Papelería,papeleria,896,761.6,715,181,150,CAJA,,,/products/PRI12819RJ.jpg,True,False,True
PRI12819VC,Lomo Archivador Adetec Adhesivo Ancho Verde Claro 10 Unidades,lomo-archivador-adetec-adhesivo-ancho-verde-claro-10-unidades-pri12819vc,PRISA,Papelería,papeleria,896,761.6,715,181,143,CAJA,,,/products/PRI12819VC.jpg,True,False,True
TOR17875,BLOCK DIBUJO G-99 IMAGIA 9914,block-dibujo-g-99-imagia-9914-tor17875,TORRE,Papelería,papeleria,3313,2816.05,2905,408,35,UN,,,/products/TOR17875.jpg,True,False,True
DIPEYECARE75OFICIO,RESMA OFICIO EYE CARE 75 GR OFICIO,resma-oficio-eye-care-75-gr-oficio-dipeyecare75oficio,SIN MARCA,Papelería,papeleria,4165,3540.25,2990,1175,34,RESMA,,75GR,,False,True,True
